,Date,Open,High,Low,Close,Volume,rsi,william,bollinger,delta,EMA(12),EMA(26),DIF,DEA
19,1928-01-26,17.63,17.63,17.63,17.63,0,49.07975460122695,0.0,0,-0.14000000000000057,17.528688439827597,17.545730135464797,-0.01704169563720015,-0.043502642854417684
20,1928-01-27,17.69,17.69,17.69,17.69,0,56.20915032679743,0.0,0,-0.120000000000001,17.553505602931043,17.556416792097036,-0.0029111891659923117,-0.03538435211673261
21,1928-01-30,17.49,17.49,17.49,17.49,0,53.74999999999992,0.0,0,0.0400000000000027,17.54373551017242,17.551497029719478,-0.007761519547056395,-0.02985978560279737
22,1928-01-31,17.57,17.57,17.57,17.57,0,56.62650602409634,0.0,0,0.05999999999999872,17.547776200915127,17.55286762011063,-0.005091419195501601,-0.024906112321338218
23,1928-02-01,17.53,17.53,17.53,17.53,0,51.89873417721525,0.0,0,-0.13000000000000256,17.545041400774338,17.55117372232466,-0.006132321550321507,-0.021151354167134876
24,1928-02-02,17.63,17.63,17.63,17.63,0,51.5923566878981,0.0,0,-0.17999999999999972,17.558111954501364,17.557012705856167,0.0010992486451968375,-0.016701233604668533
25,1928-02-03,17.4,17.4,17.4,17.4,0,53.642384105960225,0.0,0,0.0400000000000027,17.53378703842423,17.545382135052005,-0.011595096627775803,-0.015680006209289988
26,1928-02-06,17.45,17.45,17.45,17.45,0,54.838709677419295,0.0,0,0.03999999999999915,17.520896724820503,17.538316791714816,-0.017420066894313635,-0.01602801834629472
27,1928-02-07,17.44,17.44,17.44,17.44,0,55.921052631578924,0.0,0,0.10999999999999943,17.508451074848118,17.531034066402608,-0.02258299155448995,-0.017339012987933767
28,1928-02-08,17.49,17.49,17.49,17.49,0,53.793103448275836,0.0,0,0.05000000000000071,17.50561244794841,17.52799450592834,-0.022382057979932313,-0.018347621986333475
29,1928-02-09,17.55,17.55,17.55,17.55,0,52.48226950354611,0.0,0,-0.10999999999999943,17.51244130211019,17.529624542526243,-0.01718324041605257,-0.018114745672277294
30,1928-02-10,17.54,17.54,17.54,17.54,0,46.03174603174599,0.0,0,-0.14000000000000057,17.516681101785544,17.530393094931707,-0.013711993146163337,-0.017234195167054503
31,1928-02-14,17.44,17.44,17.44,17.44,0,39.53488372093027,0.0,0,-0.08999999999999986,17.504884009203153,17.523697310121953,-0.018813300918800735,-0.01755001631740375
32,1928-02-15,17.4,17.4,17.4,17.4,0,44.73684210526313,0.0,0,-0.35999999999999943,17.488748007787283,17.514534546409216,-0.02578653862193292,-0.019197320778309587
33,1928-02-16,17.35,17.35,17.35,17.35,0,37.037037037037166,0.0,0,-0.40000000000000213,17.467402160435395,17.502346802230754,-0.03494464179535939,-0.022346784981719547
34,1928-02-17,17.04,17.04,17.04,17.04,0,25.563909774436045,0.0,-1,0.07000000000000028,17.401647981906873,17.4680988909544,-0.06645090904752848,-0.031167609794881337
35,1928-02-20,16.95,16.95,16.95,16.95,0,27.868852459016413,0.0,-1,0.17999999999999972,17.332163676998125,17.42972119532815,-0.09755751833002435,-0.044445591501909944
36,1928-02-21,17.11,17.11,17.11,17.11,0,32.307692307692236,0.0,0,0.07000000000000028,17.297984649767642,17.40603814382236,-0.10805349405471887,-0.057167172012471734
37,1928-02-23,17.13,17.13,17.13,17.13,0,34.374999999999886,0.0,0,-0.019999999999999574,17.272140857495696,17.385590873909592,-0.11345001641389629,-0.06842374089275666
38,1928-02-24,17.18,17.18,17.18,17.18,0,31.70731707317077,0.0,0,-0.019999999999999574,17.257965340957895,17.37036192028666,-0.11239657932876312,-0.07721830857995796
39,1928-02-27,17.11,17.11,17.11,17.11,0,36.44859813084117,0.0,0,0.15000000000000213,17.235201442348988,17.351075852117276,-0.11587440976828844,-0.08494952881762405
40,1928-02-28,17.16,17.16,17.16,17.16,0,36.44859813084117,0.0,0,0.14000000000000057,17.223631989679912,17.336922085293775,-0.11329009561386272,-0.09061764217687178
41,1928-02-29,17.26,17.26,17.26,17.26,0,42.24137931034486,0.0,0,0.03999999999999915,17.229227068190696,17.331224153049792,-0.10199708485909653,-0.09289353071331674
42,1928-03-01,17.3,17.3,17.3,17.3,0,41.739130434782744,0.0,0,0.2699999999999996,17.240115211545973,17.328911252823882,-0.08879604127790941,-0.09207403282623529
43,1928-03-02,17.3,17.3,17.3,17.3,0,38.53211009174316,0.0,0,0.370000000000001,17.249328255923515,17.326769678540632,-0.07744142261711673,-0.08914751078441159
44,1928-03-05,17.57,17.57,17.57,17.57,0,51.11111111111115,0.0,0,0.00999999999999801,17.298662370396823,17.344786739389473,-0.04612436899265049,-0.08054288242605938
45,1928-03-06,17.67,17.67,17.67,17.67,0,58.518518518518505,0.0,0,-0.030000000000001137,17.35579123648962,17.368876610545808,-0.013085374056188925,-0.06705138075208529
46,1928-03-07,17.58,17.58,17.58,17.58,0,56.428571428571395,0.0,0,0.3500000000000014,17.390284892414293,17.38451538013501,0.005769512279282907,-0.05248720214581166
47,1928-03-08,17.64,17.64,17.64,17.64,0,60.28368794326231,0.0,0,0.35999999999999943,17.428702601273635,17.403440166791675,0.025262434481959417,-0.036937274820257444
48,1928-03-09,17.93,17.93,17.93,17.93,0,82.01438848920847,0.0,1,-0.00999999999999801,17.505825278000767,17.44244459888118,0.06338067911958589,-0.01687368403228878
49,1928-03-12,18.0,18.0,18.0,18.0,0,88.32116788321149,0.0,1,-0.07000000000000028,17.58185215830834,17.483744998964056,0.09810715934428416,0.006122484643025807
50,1928-03-13,17.92,17.92,17.92,17.92,0,81.39534883720924,0.0,0,0.14999999999999858,17.63387490318398,17.516060184225978,0.11781471895800166,0.02846093150602098
51,1928-03-14,17.93,17.93,17.93,17.93,0,81.24999999999991,0.0,0,0.33000000000000185,17.679432610386442,17.546722392801833,0.13271021758460932,0.04931078872173865
52,1928-03-15,18.07,18.07,18.07,18.07,0,82.48175182481742,0.0,0,0.28999999999999915,17.73951990109622,17.585483697038736,0.15403620405748342,0.0702558717888876
53,1928-03-16,18.26,18.26,18.26,18.26,0,88.59060402684557,0.0,0,0.1999999999999993,17.81959376246603,17.63544786762846,0.18414589483757027,0.09303387639862415
54,1928-03-19,18.36,18.36,18.36,18.36,0,88.96103896103888,0.0,0,0.28999999999999915,17.902733183625102,17.689118395952278,0.2136147876728245,0.11715005865346421
55,1928-03-20,18.46,18.46,18.46,18.46,0,88.96103896103888,0.0,0,0.14000000000000057,17.988466539990473,17.746220736992846,0.24224580299762621,0.14216920752229661
56,1928-03-21,18.65,18.65,18.65,18.65,0,89.94082840236676,0.0,0,0.13000000000000256,18.090240918453475,17.81316734906745,0.277073569386026,0.1691500798950425
57,1928-03-22,18.6,18.6,18.6,18.6,0,87.35632183908051,0.0,0,0.4499999999999993,18.168665392537555,17.871451249136527,0.29721414340102825,0.19476289259623963
58,1928-03-23,18.78,18.78,18.78,18.78,0,86.66666666666673,0.0,0,0.16000000000000014,18.262716870608703,17.938751156607896,0.3239657140008063,0.220603456877153
59,1928-03-26,19.05,19.05,19.05,19.05,0,87.91208791208796,0.0,0,-0.16000000000000014,18.38383735205352,18.02106588574805,0.3627714663054675,0.2490370587628159
60,1928-03-27,18.94,18.94,18.94,18.94,0,86.95652173913066,0.0,0,0.00999999999999801,18.46940083635298,18.089135079396343,0.38026575695663567,0.2752827984015799
61,1928-03-28,18.89,18.89,18.89,18.89,0,84.15300546448104,0.0,0,0.39000000000000057,18.53410839999098,18.148458406848466,0.3856499931425148,0.29735623734976685
62,1928-03-29,18.95,18.95,18.95,18.95,0,81.87500000000017,0.0,0,-0.03999999999999915,18.59809172306929,18.207831858193025,0.39025986487626696,0.3159369628550669
63,1928-03-30,19.28,19.28,19.28,19.28,0,84.4086021505378,0.0,0,-0.26000000000000156,18.70300068875094,18.287251720549094,0.4157489682018465,0.3358993639244228
64,1928-04-02,18.91,18.91,18.91,18.91,0,73.0232558139535,0.0,0,0.0799999999999983,18.73484673663541,18.333381222730644,0.4014655139047676,0.3490125939204918
65,1928-04-03,19.02,19.02,19.02,19.02,0,74.22222222222226,0.0,0,0.21000000000000085,18.778716469460733,18.384241872898745,0.394474596561988,0.35810499444879107
66,1928-04-04,18.99,18.99,18.99,18.99,0,71.49532710280373,0.0,0,0.28000000000000114,18.811221628005235,18.429112845276617,0.3821087827286185,0.36290575210475656
67,1928-04-05,19.23,19.23,19.23,19.23,0,72.14611872146118,0.0,0,-0.129999999999999,18.875649069850585,18.48843781970057,0.38721125015001334,0.3677668517138079
68,1928-04-09,19.27,19.27,19.27,19.27,0,71.36150234741785,0.0,0,0.1700000000000017,18.936318443719724,18.546331314537568,0.38998712918215617,0.3722109072074776
69,1928-04-10,19.1,19.1,19.1,19.1,0,64.54545454545459,0.0,0,0.3099999999999987,18.961500221608997,18.58734380975701,0.3741564118519882,0.3726000081363798
70,1928-04-11,19.44,19.44,19.44,19.44,0,66.80851063829795,0.0,0,0.28999999999999915,19.03511557213069,18.650503527552786,0.3846120445779029,0.3750024154246844
71,1928-04-12,19.41,19.41,19.41,19.41,0,67.38197424892701,0.0,0,0.2699999999999996,19.0927900994952,18.70676252551184,0.38602757398335896,0.37720744713641935
72,1928-04-13,19.73,19.73,19.73,19.73,0,69.2307692307692,0.0,1,-0.21000000000000085,19.190822391880552,18.782557893992447,0.4082644978881049,0.3834188572867565
73,1928-04-16,19.68,19.68,19.68,19.68,0,63.99999999999996,0.0,0,-0.16000000000000014,19.266080485437392,18.849035087030042,0.41704539840734967,0.39014416551087516
74,1928-04-17,19.52,19.52,19.52,19.52,0,62.60869565217385,0.0,0,0.10999999999999943,19.30514502613933,18.898736191694486,0.4064088344448429,0.39339709929766875
75,1928-04-18,19.52,19.52,19.52,19.52,0,63.99999999999996,0.0,0,-0.17999999999999972,19.338199637502505,18.94475573305045,0.3934439044520559,0.3934064603285462
76,1928-04-19,19.63,19.63,19.63,19.63,0,64.78260869565213,0.0,0,-0.4800000000000004,19.383092000963657,18.995514567639308,0.38757743332434913,0.3922406549277068
77,1928-04-20,19.34,19.34,19.34,19.34,0,51.32743362831855,0.0,0,-0.08999999999999986,19.376462462353864,19.021032007073433,0.3554304552804304,0.3848786149982516
78,1928-04-23,19.15,19.15,19.15,19.15,0,55.769230769230724,0.0,0,0.17999999999999972,19.34162208353019,19.03058519173466,0.3110368917955313,0.3701102703577076
79,1928-04-24,19.25,19.25,19.25,19.25,0,55.55555555555556,0.0,0,0.21999999999999886,19.3275263783717,19.046838140495055,0.280688237876646,0.3522258638614953
80,1928-04-25,19.33,19.33,19.33,19.33,0,58.018867924528294,0.0,0,0.3500000000000014,19.327906935545286,19.06781309305098,0.26009384249430667,0.33379945958805757
81,1928-04-26,19.47,19.47,19.47,19.47,0,55.9405940594059,0.0,0,0.28000000000000114,19.349767406999856,19.097604715787945,0.25216269121191104,0.31747210591282826
82,1928-04-27,19.68,19.68,19.68,19.68,0,59.3607305936073,0.0,0,0.10000000000000142,19.400572421307572,19.14074510721106,0.25982731409651194,0.305943147549565
83,1928-04-30,19.75,19.75,19.75,19.75,0,65.5502392344497,0.0,0,0.0799999999999983,19.45433051033718,19.1858750992695,0.26845541106768067,0.2984456002531881
84,1928-05-01,19.78,19.78,19.78,19.78,0,59.55056179775278,0.0,0,0.14999999999999858,19.504433508746846,19.22988435117546,0.27454915757138565,0.2936663117168276
85,1928-05-02,19.83,19.83,19.83,19.83,0,61.6666666666666,0.0,0,0.41000000000000014,19.55452066124733,19.2743373621995,0.280183299047831,0.29096970918302834
86,1928-05-03,19.93,19.93,19.93,19.93,0,56.3291139240506,0.0,0,0.4800000000000004,19.612286713363126,19.322904964999537,0.28938174836358854,0.2906521170191404
87,1928-05-04,20.24,20.24,20.24,20.24,0,65.2173913043478,0.0,1,0.030000000000001137,19.70885798823034,19.390837930555126,0.3180200576752128,0.2961257051503549
88,1928-05-07,20.41,20.41,20.41,20.41,0,74.05405405405405,0.0,1,-0.1700000000000017,19.816725990041057,19.466331417180673,0.35039457286038456,0.30697947869236086
89,1928-05-08,20.27,20.27,20.27,20.27,0,68.84422110552761,0.0,0,-0.05999999999999872,19.886460453111663,19.525862423315438,0.36059802979622546,0.3177031889131338
90,1928-05-09,20.24,20.24,20.24,20.24,0,65.9685863874345,0.0,0,0.120000000000001,19.940851152632945,19.57876150306985,0.36208964956309586,0.32658048104312626
91,1928-05-10,20.21,20.21,20.21,20.21,0,76.36363636363636,0.0,0,0.23000000000000043,19.98225866761249,19.62551991024986,0.3567387573626313,0.3326121363070273
92,1928-05-11,20.36,20.36,20.36,20.36,0,87.57763975155284,0.0,0,0.030000000000001137,20.04037271874903,19.679925842823945,0.36044687592508495,0.33817908423063886
93,1928-05-14,20.44,20.44,20.44,20.44,0,87.42138364779879,0.0,0,-0.39000000000000057,20.101853838941487,19.736227632244393,0.3656262066970939,0.3436685087239299
94,1928-05-15,20.39,20.39,20.39,20.39,0,83.97435897435899,0.0,0,-0.2699999999999996,20.146184017565872,19.784655215041106,0.3615288025247665,0.3472405674840972
95,1928-05-16,20.05,20.05,20.05,20.05,0,66.47727272727276,0.0,0,-0.129999999999999,20.131386476401893,19.80431038429732,0.3270760921045728,0.34320767240819233
96,1928-05-17,20.12,20.12,20.12,20.12,0,63.58024691358028,0.0,0,-0.490000000000002,20.129634710801604,19.827694800275296,0.30193991052630764,0.3349541200318154
97,1928-05-18,19.92,19.92,19.92,19.92,0,54.857142857142904,0.0,0,-0.5600000000000023,20.097383216832128,19.834532222477126,0.26285099435500214,0.3205334948964528
98,1928-05-21,19.63,19.63,19.63,19.63,0,46.26865671641786,0.0,0,0.120000000000001,20.02547810655026,19.81938168747882,0.20609641907143939,0.2976460797314501
99,1928-05-22,19.36,19.36,19.36,19.36,0,39.4618834080718,0.0,0,0.5100000000000016,19.923096859388682,19.785353414332242,0.1377434450564401,0.2656655527964481
100,1928-05-23,19.75,19.75,19.75,19.75,0,46.428571428571445,0.0,0,0.14999999999999858,19.896466573328887,19.782734642900223,0.11373193042866347,0.2352788283228912
101,1928-05-24,19.87,19.87,19.87,19.87,0,42.06008583690994,0.0,0,-0.3000000000000007,19.89239479281675,19.789198743426134,0.10319604939061477,0.20886227253643594
102,1928-05-25,19.9,19.9,19.9,19.9,0,38.35616438356162,0.0,0,-0.0799999999999983,19.893564824691094,19.797406243913088,0.0961585807780061,0.18632153418475
103,1928-05-28,19.57,19.57,19.57,19.57,0,35.29411764705883,0.0,0,0.4299999999999997,19.843785620892465,19.780561336956563,0.06322428393590229,0.16170208413498047
104,1928-05-29,19.82,19.82,19.82,19.82,0,41.92307692307695,0.0,0,0.25,19.84012629460132,19.783482719404226,0.056643575197092844,0.14069038234740294
105,1928-05-31,20.0,20.0,20.0,20.0,0,46.181818181818166,0.0,0,-0.1999999999999993,19.86472224927804,19.799521036485395,0.06520121279264401,0.12559254843645118
106,1928-06-01,20.07,20.07,20.07,20.07,0,44.569288389513126,0.0,0,-0.21999999999999886,19.8963034416968,19.819556515264257,0.07674692643254488,0.11582342403566992
107,1928-06-04,19.8,19.8,19.8,19.8,0,38.8111888111888,0.0,0,-0.14000000000000057,19.881487527589602,19.818107884503938,0.06337964308566413,0.10533466784566878
108,1928-06-05,19.85,19.85,19.85,19.85,0,40.559440559440574,0.0,0,-0.240000000000002,19.876643292575817,19.820470263429574,0.05617302914624389,0.0955023401057838
109,1928-06-06,19.66,19.66,19.66,19.66,0,42.80442804428043,0.0,0,-0.28999999999999915,19.84331355525646,19.808583577249607,0.03472997800685462,0.08334786768599797
110,1928-06-07,19.61,19.61,19.61,19.61,0,40.52044609665425,0.0,0,-0.9299999999999997,19.807419162140082,19.793873682638523,0.013545479501559043,0.06938739004911018
111,1928-06-08,19.37,19.37,19.37,19.37,0,39.92673992673992,0.0,0,-1.0300000000000011,19.740123906426223,19.762475632072707,-0.0223517256464838,0.05103956690999139
112,1928-06-11,18.68,18.68,18.68,18.68,0,34.824281150159756,0.0,-1,0.21000000000000085,19.57702792082219,19.682292251919172,-0.10526433109698274,0.019778787308596568
113,1928-06-12,18.34,18.34,18.34,18.34,0,34.06250000000001,0.0,-1,0.7100000000000009,19.38671593300339,19.582863196221457,-0.19614726321806586,-0.02340642279673592
114,1928-06-13,18.89,18.89,18.89,18.89,0,37.202380952380956,0.0,0,-0.15000000000000213,19.310298097156714,19.53153999650135,-0.221241899344637,-0.06297351810631614
115,1928-06-14,19.05,19.05,19.05,19.05,0,37.941176470588225,0.0,0,-0.6500000000000021,19.270252236055683,19.49587036713088,-0.22561813107519768,-0.09550244070009245
116,1928-06-15,18.74,18.74,18.74,18.74,0,34.239130434782616,0.0,0,-0.3999999999999986,19.188674968970194,19.43987996956563,-0.25120500059543716,-0.1266429526791614
117,1928-06-18,18.4,18.4,18.4,18.4,0,34.14634146341463,0.0,0,0.1700000000000017,19.067340358359395,19.362851823671882,-0.2955114653124866,-0.16041665520582643
118,1928-06-19,18.34,18.34,18.34,18.34,0,28.85714285714287,0.0,0,0.21999999999999886,18.95544184168872,19.28708502191841,-0.3316431802296904,-0.19466196021059923
119,1928-06-20,18.57,18.57,18.57,18.57,0,29.859154929577493,0.0,0,-0.030000000000001137,18.896143096813535,19.233967612887415,-0.33782451607388,-0.22329447138325537
120,1928-06-21,18.56,18.56,18.56,18.56,0,28.36676217765044,0.0,0,-0.08999999999999986,18.844428774226838,19.184044086006868,-0.33961531178002957,-0.2465586394626102
121,1928-06-22,18.54,18.54,18.54,18.54,0,30.555555555555568,0.0,0,0.14000000000000057,18.79759357819194,19.136337116673026,-0.3387435384810864,-0.26499561926630544
122,1928-06-25,18.47,18.47,18.47,18.47,0,28.834355828220847,0.0,0,0.39000000000000057,18.74719456616241,19.086978811734284,-0.3397842455718738,-0.2799533445274191
123,1928-06-26,18.68,18.68,18.68,18.68,0,35.06097560975612,0.0,0,0.39000000000000057,18.736856940598962,19.0568322330873,-0.319975292488337,-0.2879577341196027
124,1928-06-27,18.86,18.86,18.86,18.86,0,39.00293255131966,0.0,0,0.28000000000000114,18.75580202666066,19.042252067673424,-0.2864500410127633,-0.2876561954982348
125,1928-06-28,19.07,19.07,19.07,19.07,0,45.562130177514796,0.0,0,-0.08999999999999986,18.804140176405173,19.044307470067984,-0.24016729366281098,-0.27815841513115
126,1928-06-29,19.14,19.14,19.14,19.14,0,58.33333333333333,0.0,0,0.14999999999999858,18.855810918496687,19.051395805618505,-0.19558488712181799,-0.2616437095292836
127,1928-07-02,18.98,18.98,18.98,18.98,0,62.40310077519378,0.0,0,0.5,18.87491693103566,19.04610722742454,-0.17119029638887895,-0.2435530269012027
128,1928-07-03,19.29,19.29,19.29,19.29,0,58.5470085470085,0.0,0,0.10000000000000142,18.93877586472248,19.064173358726425,-0.12539749400394484,-0.21992192032175115
129,1928-07-05,19.48,19.48,19.48,19.48,0,59.071729957805886,0.0,0,-0.019999999999999574,19.022041116303637,19.094975332154096,-0.07293421585045934,-0.1905243794274928
130,1928-07-06,19.39,19.39,19.39,19.39,0,65.11627906976747,0.0,0,0.03999999999999915,19.078650175333845,19.11682901125379,-0.03817883591994686,-0.16005527072598363
131,1928-07-09,19.46,19.46,19.46,19.46,0,78.19148936170215,0.0,0,-0.5100000000000016,19.137319379128638,19.142249084494253,-0.004929705365615433,-0.12903015765391
132,1928-07-10,19.43,19.43,19.43,19.43,0,79.45945945945938,0.0,0,-0.620000000000001,19.182347166955,19.163563967124308,0.01878319983069332,-0.09946748615698933
133,1928-07-11,18.95,18.95,18.95,18.95,0,59.047619047619,0.0,0,0.010000000000001563,19.14660144896192,19.14774441400399,-0.001142965042070898,-0.07980258193400566
134,1928-07-12,18.81,18.81,18.81,18.81,0,55.60538116591927,0.0,0,-0.10999999999999943,19.09481661066009,19.122726309262955,-0.027909698602865518,-0.06942400526777764
135,1928-07-13,18.96,18.96,18.96,18.96,0,58.89830508474577,0.0,0,-0.16000000000000014,19.07407559363546,19.11067250857681,-0.03659691494134876,-0.06285858720249188
136,1928-07-16,18.7,18.7,18.7,18.7,0,54.509803921568626,0.0,0,0.33000000000000185,19.016525502306926,19.080252322756305,-0.06372682044937861,-0.06303223385186923
137,1928-07-17,18.8,18.8,18.8,18.8,0,52.45901639344264,0.0,0,0.18999999999999773,18.9832138865674,19.059492891441025,-0.07627900487362638,-0.06568158805622067
138,1928-07-18,19.03,19.03,19.03,19.03,0,53.41365461847391,0.0,0,0.0,18.990411750172413,19.057308232815764,-0.06689648264335091,-0.06592456697364671
139,1928-07-19,18.99,18.99,18.99,18.99,0,48.27586206896548,0.0,0,0.13000000000000256,18.99034840399204,19.052322437792373,-0.061974033800332506,-0.06513446033898387
140,1928-07-20,19.03,19.03,19.03,19.03,0,47.598253275109194,0.0,0,0.05999999999999872,18.996448649531725,19.05066892388183,-0.05422027435010435,-0.06295162314120797
141,1928-07-23,19.12,19.12,19.12,19.12,0,53.15315315315314,0.0,0,0.0799999999999983,19.015456549603766,19.05580455914984,-0.04034800954607576,-0.058430900422181534
142,1928-07-24,19.09,19.09,19.09,19.09,0,44.84536082474233,0.0,0,0.14999999999999858,19.026924772741648,19.05833755476837,-0.03141278202672382,-0.05302727674309
143,1928-07-25,19.2,19.2,19.2,19.2,0,42.473118279569924,0.0,0,0.22000000000000242,19.053551730781393,19.068831069229972,-0.015279338448578983,-0.0454776890841878
144,1928-07-26,19.24,19.24,19.24,19.24,0,45.85635359116019,0.0,0,0.23000000000000043,19.08223607989195,19.08151024928701,0.0007258306049386931,-0.036236985146362505
145,1928-07-27,19.42,19.42,19.42,19.42,0,48.95833333333336,0.0,0,0.00999999999999801,19.134199759908576,19.106583564154636,0.027616195753939365,-0.02346634896630213
146,1928-07-30,19.47,19.47,19.47,19.47,0,51.03092783505152,0.0,0,-0.04999999999999716,19.185861335307255,19.133503300143182,0.05235803516407245,-0.008301472140227214
147,1928-07-31,19.43,19.43,19.43,19.43,0,65.9999999999999,0.0,0,-0.10000000000000142,19.22342112987537,19.155466018651094,0.06795511122427556,0.00694984453267334
148,1928-08-01,19.42,19.42,19.42,19.42,0,72.26277372262771,0.0,0,-0.060000000000002274,19.253664032971464,19.17506112838064,0.07860290459082364,0.0212804565443034
149,1928-08-02,19.33,19.33,19.33,19.33,0,64.12213740457995,0.0,0,0.25,19.265408027898932,19.186538081833927,0.07886994606500508,0.03279835444844374
150,1928-08-03,19.36,19.36,19.36,19.36,0,80.55555555555532,0.0,0,0.129999999999999,19.279960638991405,19.199387112809195,0.08057352618221003,0.042353388795197004
151,1928-08-06,19.58,19.58,19.58,19.58,0,82.49999999999973,0.0,0,-0.3299999999999983,19.326120540685036,19.227580660008513,0.09853988067652253,0.05359068717146211
152,1928-08-07,19.49,19.49,19.49,19.49,0,71.69811320754692,0.0,0,-0.18999999999999773,19.35133276519503,19.247019129637515,0.1043136355575136,0.06373527684867242
153,1928-08-08,19.25,19.25,19.25,19.25,0,60.31746031746037,0.0,0,0.0,19.335743109011176,19.247239934849553,0.08850317416162312,0.06868885631126256
154,1928-08-09,19.3,19.3,19.3,19.3,0,60.629921259842504,0.0,0,-0.010000000000001563,19.330244169163304,19.251148087823662,0.07909608133964241,0.07077030131693854
155,1928-08-10,19.25,19.25,19.25,19.25,0,55.28455284552841,0.0,0,-0.120000000000001,19.317898912368946,19.25106304428117,0.0668358680877752,0.06998341467110587
156,1928-08-13,19.29,19.29,19.29,19.29,0,58.06451612903224,0.0,0,0.17999999999999972,19.31360677200449,19.253947263223306,0.0596595087811842,0.06791863349312155
157,1928-08-14,19.13,19.13,19.13,19.13,0,47.28682170542634,0.0,0,0.4800000000000004,19.285359576311492,19.244765984466024,0.04059359184546807,0.062453625163590855
158,1928-08-15,19.47,19.47,19.47,19.47,0,57.232704402515736,0.0,0,0.1700000000000017,19.313765795340494,19.261449985616686,0.052315809723808115,0.06042606207563431
159,1928-08-16,19.61,19.61,19.61,19.61,0,56.12903225806445,0.0,0,0.16000000000000014,19.359340288365033,19.287268505200633,0.07207178316440022,0.06275520629338749
160,1928-08-17,19.64,19.64,19.64,19.64,0,55.5555555555556,0.0,0,0.379999999999999,19.402518705539645,19.31339676407466,0.08912194146498464,0.06802855332770692
161,1928-08-20,19.77,19.77,19.77,19.77,0,60.493827160493815,0.0,1,0.23000000000000043,19.459054289302777,19.347219225995058,0.1118350633077192,0.07678985532370938
162,1928-08-21,20.02,20.02,20.02,20.02,0,66.12903225806444,0.0,1,0.0,19.545353629410045,19.397054838884312,0.14829879052573247,0.091091642364114
163,1928-08-22,20.0,20.0,20.0,20.0,0,68.71508379888273,0.0,1,0.33999999999999986,19.615299224885423,19.4417174434114,0.1735817814740237,0.10758967018609594
